"Local time in Tallinn (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"21.04.2022 07:00";"4.4";"764.7";"767.8";"-0.1";"83";"Wind blowing from the north-northeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.1";"12.2";"";"";"";"";"";"35.0";"1.8";"No precipitation";"3";"";"";"";"";
"21.04.2022 06:00";"3.4";"764.5";"767.7";"0.4";"88";"Wind blowing from the north";"2";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"3.1";"12.3";"";"";"";"";"";"35.0";"1.5";"No precipitation";"3";"";"";"";"";
"21.04.2022 05:00";"3.6";"764.7";"767.8";"0.0";"87";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.6";"12.3";"";"";"";"";"";"35.0";"1.6";"No precipitation";"2";"";"";"";"";
"21.04.2022 04:00";"4.7";"764.8";"768.0";"0.3";"81";"Wind blowing from the north-east";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"4.5";"12.6";"";"";"";"";"";"35.0";"1.6";"No precipitation";"1";"";"";"";"";
"21.04.2022 03:00";"5.0";"764.1";"767.9";"-0.4";"";"Wind blowing from the north-northeast";"2";"";"";"10%  or less, but not 0";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.2";"12.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"";"";"";"";"";"";"";
"21.04.2022 02:00";"6.2";"764.7";"767.8";"0.4";"76";"Wind blowing from the north-east";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.2";"12.6";"";"";"";"";"";"35.0";"2.2";"No precipitation";"3";"";"";"";"";
"21.04.2022 01:00";"8.1";"764.5";"767.6";"0.3";"64";"Wind blowing from the north-east";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"8.1";"12.6";"";"";"";"";"";"35.0";"1.6";"No precipitation";"3";"";"";"";"";
"21.04.2022 00:00";"9.5";"764.5";"767.5";"0.5";"57";"Wind blowing from the east";"4";"";"10";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.6";"12.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"20.04.2022 23:00";"9.6";"764.3";"767.4";"0.4";"56";"Wind blowing from the east-northeast";"4";"";"10";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"7.6";"12.6";"";"";"";"";"";"35.0";"1.2";"No precipitation";"3";"";"";"";"";
"20.04.2022 22:00";"10.3";"764.2";"767.2";"0.4";"52";"Wind blowing from the east-northeast";"4";"";"10";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.8";"12.6";"";"";"";"";"";"35.0";"0.9";"No precipitation";"3";"";"";"";"";
"20.04.2022 21:00";"11.1";"764.0";"767.1";"0.1";"47";"Wind blowing from the east";"5";"9";"10";"50%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"6.7";"12.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"0.1";"No precipitation";"12";"";"";"";"";
"20.04.2022 20:00";"11.8";"763.9";"766.9";"0.0";"44";"Wind blowing from the east-northeast";"5";"8";"10";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.1";"12.6";"";"";"";"";"";"35.0";"-0.3";"No precipitation";"3";"";"";"";"";
"20.04.2022 19:00";"12.2";"763.8";"766.9";"-0.3";"42";"Wind blowing from the east-northeast";"5";"9";"11";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"4.2";"12.6";"";"";"";"";"";"35.0";"-0.5";"No precipitation";"3";"";"";"";"";
"20.04.2022 18:00";"11.9";"763.9";"766.9";"-0.6";"44";"Wind blowing from the north-east";"4";"";"12";"50%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"2.6";"12.6";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"-0.1";"No precipitation";"3";"";"";"";"";
"20.04.2022 17:00";"11.8";"763.9";"766.9";"-0.8";"43";"Wind blowing from the east-northeast";"7";"11";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.5";"12.6";"";"";"";"";"";"35.0";"-0.6";"No precipitation";"3";"";"";"";"";
"20.04.2022 16:00";"11.5";"764.1";"767.1";"-0.7";"46";"Wind blowing from the north-northeast";"6";"9";"12";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.5";"11.8";"";"";"";"";"";"35.0";"0.1";"No precipitation";"3";"";"";"";"";
"20.04.2022 15:00";"11.2";"764.5";"767.5";"-0.6";"47";"Wind blowing from the north-east";"6";"10";"12";"50%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"2.5";"11.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"10%  or less, but not 0";"2500 or more, or no clouds.";"Altocumulus translucidus at a single level.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"0.2";"No precipitation";"3";"";"";"";"";
"20.04.2022 14:00";"10.5";"764.7";"767.8";"-0.5";"51";"Wind blowing from the north-east";"6";"8";"9";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.5";"11.0";"";"";"";"";"";"35.0";"0.7";"No precipitation";"3";"";"";"";"";
"20.04.2022 13:00";"10.3";"764.8";"767.9";"-0.6";"58";"Wind blowing from the north-northeast";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.5";"10.4";"";"";"";"";"";"35.0";"2.4";"No precipitation";"3";"";"";"";"";
"20.04.2022 12:00";"8.0";"765.1";"768.1";"0.0";"66";"Wind blowing from the north-northeast";"5";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"2.5";"9.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"1.9";"No precipitation";"3";"";"";"";"";
"20.04.2022 11:00";"8.6";"765.2";"768.3";"0.0";"65";"Wind blowing from the north-northeast";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.5";"9.0";"";"";"";"";"";"35.0";"2.4";"No precipitation";"3";"";"";"";"";
"20.04.2022 10:00";"7.2";"765.4";"768.4";"0.4";"71";"Wind blowing from the north-east";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.5";"8.9";"";"";"";"";"";"35.0";"2.2";"No precipitation";"3";"";"";"";"";
"20.04.2022 09:00";"7.0";"765.1";"768.3";"0.3";"72";"Wind blowing from the north-northeast";"3";"";"";"40%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"2.5";"8.9";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.";"35.0";"2.3";"No precipitation";"12";"";"";"";"";
"20.04.2022 08:00";"6.2";"765.2";"768.3";"0.5";"70";"Wind blowing from the east-northeast";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.5";"9.3";"";"";"";"";"";"35.0";"1.1";"No precipitation";"3";"";"";"";"";
"20.04.2022 07:00";"4.2";"765.0";"768.1";"0.3";"78";"Wind blowing from the north-east";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.5";"10.8";"";"";"";"";"";"35.0";"0.6";"No precipitation";"3";"";"";"";"";
"20.04.2022 06:00";"2.7";"764.8";"767.9";"0.3";"86";"Wind blowing from the north-east";"3";"";"";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"2.5";"11.5";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"0.6";"No precipitation";"3";"";"";"";"";
"20.04.2022 05:00";"3.1";"764.7";"767.8";"0.0";"85";"Wind blowing from the north-east";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.8";"11.5";"";"";"";"";"";"35.0";"0.8";"No precipitation";"3";"";"";"";"";
"20.04.2022 04:00";"3.3";"764.7";"767.8";"-0.1";"86";"Wind blowing from the north-east";"3";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"2.8";"11.5";"";"";"";"";"";"35.0";"1.2";"No precipitation";"3";"";"";"";"";
"20.04.2022 03:00";"3.0";"764.5";"767.7";"-0.2";"89";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"2.8";"11.5";"";"";"";"";"";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"20.04.2022 02:00";"3.7";"764.7";"767.8";"0.2";"85";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"3.6";"11.7";"";"";"";"";"";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"20.04.2022 01:00";"4.2";"764.8";"767.9";"0.5";"82";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"4.2";"12.0";"";"";"";"";"";"35.0";"1.3";"No precipitation";"3";"";"";"";"";
"20.04.2022 00:00";"5.7";"764.7";"767.8";"0.5";"71";"Wind blowing from the north-northeast";"2";"";"";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"5.6";"12.0";"";"";"";"";"";"35.0";"0.8";"No precipitation";"3";"";"";"";"";
"19.04.2022 23:00";"7.5";"764.5";"767.6";"0.6";"61";"Wind blowing from the north-east";"2";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.7";"12.8";"";"";"";"";"";"35.0";"0.3";"No precipitation";"3";"";"";"";"";
"19.04.2022 22:00";"8.7";"764.3";"767.4";"0.4";"58";"Wind blowing from the east-northeast";"4";"";"";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.7";"12.8";"";"";"";"";"";"35.0";"0.7";"No precipitation";"3";"";"";"";"";
"19.04.2022 21:00";"7.7";"764.2";"767.2";"0.2";"64";"Wind blowing from the north-east";"2";"";"8";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"7.4";"12.8";"";"";"";"";"";"35.0";"1.3";"No precipitation";"12";"";"";"";"";
"19.04.2022 20:00";"9.3";"763.9";"767.0";"-0.1";"57";"Wind blowing from the north-northeast";"3";"";"10";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"6.5";"12.8";"";"";"";"";"";"35.0";"1.2";"No precipitation";"3";"";"";"";"";
"19.04.2022 19:00";"10.6";"763.9";"766.9";"-0.2";"52";"Wind blowing from the north-east";"4";"";"11";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"1.9";"12.8";"";"";"";"";"";"35.0";"1.1";"No precipitation";"3";"";"";"";"";
"19.04.2022 18:00";"10.8";"764.0";"767.1";"-0.3";"51";"Wind blowing from the north-east";"5";"9";"11";"no clouds";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-0.9";"12.8";"";"";"";"";"";"35.0";"1.0";"No precipitation";"3";"";"";"";"";
"19.04.2022 17:00";"10.3";"764.0";"767.1";"-0.5";"52";"Wind blowing from the north-east";"6";"10";"11";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.1";"12.8";"";"";"";"";"";"35.0";"0.7";"No precipitation";"3";"";"";"";"";
"19.04.2022 16:00";"10.9";"764.1";"767.2";"-0.4";"49";"Wind blowing from the north-east";"5";"8";"11";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.1";"12.8";"";"";"";"";"";"35.0";"0.6";"No precipitation";"3";"";"";"";"";
"19.04.2022 15:00";"10.8";"764.3";"767.4";"-0.2";"50";"Wind blowing from the north-east";"5";"9";"10";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-1.1";"12.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"0.7";"No precipitation";"3";"";"";"";"";
"19.04.2022 14:00";"11.3";"764.5";"767.5";"-0.1";"49";"Wind blowing from the north-east";"5";"10";"10";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.1";"12.8";"";"";"";"";"";"35.0";"0.9";"No precipitation";"3";"";"";"";"";
"19.04.2022 13:00";"10.8";"764.5";"767.5";"0.0";"53";"Wind blowing from the north-northeast";"5";"";"8";"no clouds";"No significant weather observed. ";"No significant weather observed.";"No significant weather observed.";"-1.1";"12.8";"";"";"";"";"";"35.0";"1.4";"No precipitation";"3";"";"";"";"";
"19.04.2022 12:00";"11.0";"764.5";"767.6";"0.1";"54";"Wind blowing from the north-northeast";"5";"";"8";"20–30%.";"State of sky on the whole unchanged. ";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"Cloud covering 1/2 or less of the sky throughout the appropriate period.";"-1.1";"12.8";"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.";"no clouds";"";"No Altocumulus, Altostratus or Nimbostratus.";"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.";"35.0";"1.9";"No precipitation";"3";"";"";"";"";
